meta_prompt,vanilla_prompt,n1,obj1,n2,obj2,synthetic_prompt
"In one sentence, Describe a real scene about 1 knife.",1 knife,1,knife,0,,"a shiny kitchen knife lies on the counter, glinting in the sunlight that streams in through the window."
"In one sentence, Describe a real scene about 1 skateboard.",1 skateboard,1,skateboard,0,,"a teenage boy is riding a skateboard down a suburban street, performing tricks and jumps off of the sidewalk and curbs."
"In one sentence, Describe a real scene about 1 toilet.",1 toilet,1,toilet,0,,"a single white toilet sits in a clean, tiled bathroom, illuminated by a single light overhead."
"In one sentence, Describe a real scene about 2 airplane.",2 airplane,2,airplane,0,,"two airplanes are flying in the sky side by side, their wings glinting in the sun."
"In one sentence, Describe a real scene about 1 tennis racket.",1 tennis racket,1,tennis racket,0,,"a bright yellow tennis racket lies on the court, its strings shimmering in the sunlight."
"In one sentence, Describe a real scene about 2 apple.",2 apple,2,apple,0,,"two ripe apples sit side-by-side on a wooden table, their bright red skins gleaming in the sunlight."
"In one sentence, Describe a real scene about 1 teddy bear.",1 teddy bear,1,teddy bear,0,,"a brown teddy bear with a red bowtie sits on a white bed, looking out the window with a peaceful expression."
"In one sentence, Describe a real scene about 2 toothbrush.",2 toothbrush,2,toothbrush,0,,"two toothbrushes sit side-by-side in a cup on the bathroom counter, waiting to be used."
"In one sentence, Describe a real scene about 1 stop sign.",1 stop sign,1,stop sign,0,,"a bright red octagonal sign with the words ""stop"" in white letters stands at the side of the road, surrounded by trees."
"In one sentence, Describe a real scene about 2 motorcycle.",2 motorcycle,2,motorcycle,0,,"two motorcycles are speeding down a winding road, their engines roaring in the wind."
"In one sentence, Describe a real scene about 1 skateboard.",1 skateboard,1,skateboard,0,,"a teenage boy is skateboarding down the sidewalk, ollieing over cracks and grinding on curbs."
"In one sentence, Describe a real scene about 1 sports ball.",1 sports ball,1,sports ball,0,,"a group of kids are playing a game of soccer in a park, kicking a bright orange ball around the grassy field."
"In one sentence, Describe a real scene about 1 bear.",1 bear,1,bear,0,,"a large brown bear is standing on its hind legs, sniffing the air and looking around its surroundings."
"In one sentence, Describe a real scene about 1 spoon.",1 spoon,1,spoon,0,,"a single spoon sits on a white plate, glistening in the sunlight streaming through the kitchen window."
"In one sentence, Describe a real scene about 2 baseball bat.",2 baseball bat,2,baseball bat,0,,"two baseball bats are lying side by side on a grassy field, ready to be used by their respective owners."
"In one sentence, Describe a real scene about 1 spoon.",1 spoon,1,spoon,0,,"a single silver spoon sits atop a white tablecloth, glinting in the sunlight that streams in through the window."
"In one sentence, Describe a real scene about 1 kite.",1 kite,1,kite,0,,"a bright yellow kite is soaring through a cloudless blue sky, its long tail streaming behind it in the wind."
"In one sentence, Describe a real scene about 2 skateboard.",2 skateboard,2,skateboard,0,,"two skateboarders are doing tricks on a halfpipe, showing off their skills and having fun."
"In one sentence, Describe a real scene about 1 sheep.",1 sheep,1,sheep,0,,"one white sheep is happily grazing in a grassy meadow, its fluffy coat gleaming in the sunlight."
"In one sentence, Describe a real scene about 2 bottle.",2 bottle,2,bottle,0,,"two bottles of beer are sitting on a table in a bar, surrounded by people enjoying their drinks and conversations."
"In one sentence, Describe a real scene about 1 hot dog.",1 hot dog,1,hot dog,0,,"a man is enjoying a freshly cooked hot dog with mustard and ketchup, while sitting on a park bench in the summer sun."
"In one sentence, Describe a real scene about 1 apple.",1 apple,1,apple,0,,"a bright red apple sits on a wooden table, its glossy skin reflecting the sunlight streaming in through the window."
"In one sentence, Describe a real scene about 2 skis.",2 skis,2,skis,0,,"two skiers are gliding down a snowy mountain, their skis carving perfect lines in the powder."
"In one sentence, Describe a real scene about 2 kite.",2 kite,2,kite,0,,"two children running across a field, their colorful kites soaring high in the sky above them."
"In one sentence, Describe a real scene about 1 car.",1 car,1,car,0,,"a bright red sports car is parked on the side of the street, its engine rumbling softly."
"In one sentence, Describe a real scene about 2 fork.",2 fork,2,fork,0,,"two forks are resting on a dinner plate, waiting to be used to eat a delicious meal."
"In one sentence, Describe a real scene about 2 giraffe.",2 giraffe,2,giraffe,0,,"two giraffes are standing in a grassy field, their necks stretched up high as they look out into the distance."
"In one sentence, Describe a real scene about 2 car.",2 car,2,car,0,,"two cars are stopped side by side at a red light, waiting for the signal to turn green."
"In one sentence, Describe a real scene about 1 dining table.",1 dining table,1,dining table,0,,"a family of four is gathered around a dining table, laughing and enjoying a home cooked meal."
"In one sentence, Describe a real scene about 1 tie.",1 tie,1,tie,0,,"a man wearing a navy blue suit stands in front of a mirror, carefully tying a yellow and blue striped tie around his neck."
"In one sentence, Describe a real scene about 2 hot dog.",2 hot dog,2,hot dog,0,,"two hot dogs are sizzling on a grill, the smell of the onions and mustard wafting through the air."
"In one sentence, Describe a real scene about 1 book.",1 book,1,book,0,,"a person is sitting in a cozy armchair with a cup of tea, reading a captivating book that they can't put down."
"In one sentence, Describe a real scene about 2 dog.",2 dog,2,dog,0,,"two dogs are running around in a park, chasing each other and barking with joy."
"In one sentence, Describe a real scene about 1 tv.",1 tv,1,tv,0,,"a family is gathered around the living room, watching their favorite show on the large flat-screen television."
"In one sentence, Describe a real scene about 2 giraffe.",2 giraffe,2,giraffe,0,,"two giraffes are standing tall in a grassy meadow, their long necks stretching up to reach the leaves of the trees above them."
"In one sentence, Describe a real scene about 2 stop sign.",2 stop sign,2,stop sign,0,,"two stop signs stand side by side at an intersection, their red octagons illuminated by the street lights."
"In one sentence, Describe a real scene about 1 umbrella.",1 umbrella,1,umbrella,0,,"a bright blue umbrella stands open in the middle of a busy city street, protecting its owner from the light rain falling from the sky."
"In one sentence, Describe a real scene about 1 bed.",1 bed,1,bed,0,,"a queen-sized bed is set up in a cozy bedroom with a white comforter, pillows, and a nightstand next to it."
"In one sentence, Describe a real scene about 1 fork.",1 fork,1,fork,0,,"a single stainless steel fork is laying on a white plate, with a few drops of sauce still clinging to its tines."
"In one sentence, Describe a real scene about 1 mouse.",1 mouse,1,mouse,0,,"a small brown mouse scurries across the floor, its whiskers twitching as it searches for food."
"In one sentence, Describe a real scene about 2 baseball glove.",2 baseball glove,2,baseball glove,0,,"two baseball gloves are sitting side by side on a grassy field, ready to be used in a game of catch."
"In one sentence, Describe a real scene about 1 hair drier.",1 hair drier,1,hair drier,0,,"a woman is standing in her bathroom, her long brown hair wrapped in a towel, and she is using a black hair drier to dry her hair."
"In one sentence, Describe a real scene about 1 truck.",1 truck,1,truck,0,,"a large, red truck is driving down a winding country road, its engine rumbling loudly."
"In one sentence, Describe a real scene about 1 backpack.",1 backpack,1,backpack,0,,"a young girl carrying a pink and purple backpack with a cartoon character on it is walking down the street, smiling."
"In one sentence, Describe a real scene about 2 bicycle.",2 bicycle,2,bicycle,0,,"two cyclists are riding their bicycles side by side down a winding country road, enjoying the fresh air and scenery."
"In one sentence, Describe a real scene about 1 person.",1 person,1,person,0,,"a woman is sitting at a cafe, sipping a cup of coffee and reading a book."
"In one sentence, Describe a real scene about 1 fire hydrant.",1 fire hydrant,1,fire hydrant,0,,"a bright red fire hydrant stands alone in the middle of the street, its metal cap gleaming in the sunlight."
"In one sentence, Describe a real scene about 2 handbag.",2 handbag,2,handbag,0,,"two women are standing side by side in a store, comparing the colors, shapes, and styles of two different handbags."
"In one sentence, Describe a real scene about 1 backpack.",1 backpack,1,backpack,0,,"a student is walking down the street with a blue backpack slung over one shoulder, headphones in and a smile on their face."
"In one sentence, Describe a real scene about 1 zebra.",1 zebra,1,zebra,0,,"a single zebra stands proudly in the grassy savanna, its white and black stripes standing out against the golden landscape."
"In one sentence, Describe a real scene about 1 potted plant.",1 potted plant,1,potted plant,0,,"a single potted plant sits in the corner of the room, its bright green leaves adding a splash of color to the otherwise dull space."
"In one sentence, Describe a real scene about 2 bottle.",2 bottle,2,bottle,0,,two bottles of water stand side by side on a picnic table in a sunny park.
"In one sentence, Describe a real scene about 1 microwave.",1 microwave,1,microwave,0,,"a white microwave sits on a kitchen counter, its digital display lit up and a plate of leftovers inside, ready to be reheated."
